site,date,pct_cover
Hopkins,2007-10-26T00:00:00Z,85.4
Hopkins,2008-03-04T00:00:00Z,88
Hopkins,2008-10-15T00:00:00Z,90.6
Hopkins,2009-03-06T00:00:00Z,88.2
Hopkins,2009-11-03T00:00:00Z,92
Hopkins,2010-03-25T00:00:00Z,81.2
Hopkins,2010-11-20T00:00:00Z,82.8
Hopkins,2011-04-18T00:00:00Z,83.6
Hopkins,2011-10-26T00:00:00Z,83.8
Hopkins,2012-10-16T00:00:00Z,94.2
Hopkins,2013-10-18T00:00:00Z,93.8
Hopkins,2014-11-09T00:00:00Z,94.8
Hopkins,2015-10-25T00:00:00Z,90
Hopkins,2016-11-12T00:00:00Z,87.4
Mill Creek,2002-12-05T00:00:00Z,72.6
Mill Creek,2003-04-19T00:00:00Z,75.6
Mill Creek,2003-11-22T00:00:00Z,66.2
Mill Creek,2004-04-09T00:00:00Z,58.6
Mill Creek,2004-11-12T00:00:00Z,53.2
Mill Creek,2005-04-27T00:00:00Z,71.6
Mill Creek,2005-11-15T00:00:00Z,79.6
Mill Creek,2006-03-25T00:00:00Z,85.6
Mill Creek,2006-11-04T00:00:00Z,93.8
Mill Creek,2007-04-20T00:00:00Z,94.8
Mill Creek,2008-04-09T00:00:00Z,83.6
Mill Creek,2008-11-12T00:00:00Z,60.2
Mill Creek,2009-03-07T00:00:00Z,47.2
Mill Creek,2009-11-15T00:00:00Z,26.4
Mill Creek,2010-04-17T00:00:00Z,19.6
Mill Creek,2010-11-05T00:00:00Z,12
Mill Creek,2011-04-20T00:00:00Z,14.8
Mill Creek,2011-11-24T00:00:00Z,26
Mill Creek,2012-11-27T00:00:00Z,48
Mill Creek,2013-11-17T00:00:00Z,54.2
Mill Creek,2014-11-07T00:00:00Z,61.4
Mill Creek,2015-10-27T00:00:00Z,74.2
Mill Creek,2016-11-14T00:00:00Z,76.6
Natural Bridges,2007-10-10T00:00:00Z,95.8
Natural Bridges,2008-03-10T00:00:00Z,98.4
Natural Bridges,2009-04-02T00:00:00Z,95.6
Natural Bridges,2011-10-24T00:00:00Z,95.6
Piedras Blancas,2007-09-29T00:00:00Z,93.2
Piedras Blancas,2008-04-06T00:00:00Z,88.6
Piedras Blancas,2009-04-27T00:00:00Z,75.8
Piedras Blancas,2011-10-28T00:00:00Z,74.6
Point Pinos,2007-11-07T00:00:00Z,95.4
Point Pinos,2008-04-09T00:00:00Z,97.4
Point Pinos,2009-04-30T00:00:00Z,94.4
Point Pinos,2011-10-26T00:00:00Z,91.6
Point Sierra Nevada,2002-11-04T00:00:00Z,77.8
Point Sierra Nevada,2003-03-01T00:00:00Z,87.8
Point Sierra Nevada,2003-10-25T00:00:00Z,88.2
Point Sierra Nevada,2004-03-04T00:00:00Z,86.2
Point Sierra Nevada,2004-11-11T00:00:00Z,86.4
Point Sierra Nevada,2005-03-08T00:00:00Z,88.4
Point Sierra Nevada,2005-11-14T00:00:00Z,91
Point Sierra Nevada,2006-03-10T00:00:00Z,90
Point Sierra Nevada,2006-11-07T00:00:00Z,93.6
Point Sierra Nevada,2007-03-16T00:00:00Z,90.8
Point Sierra Nevada,2007-10-26T00:00:00Z,94.4
Point Sierra Nevada,2008-03-17T00:00:00Z,87
Point Sierra Nevada,2008-11-15T00:00:00Z,83
Point Sierra Nevada,2009-03-08T00:00:00Z,82.2
Point Sierra Nevada,2009-11-04T00:00:00Z,80.8
Point Sierra Nevada,2010-03-26T00:00:00Z,78.2
Point Sierra Nevada,2010-11-05T00:00:00Z,80.2
Point Sierra Nevada,2011-04-20T00:00:00Z,79.6
Point Sierra Nevada,2011-10-28T00:00:00Z,79.8
Point Sierra Nevada,2012-04-09T00:00:00Z,79.8
Point Sierra Nevada,2012-10-16T00:00:00Z,78.4
Point Sierra Nevada,2013-04-27T00:00:00Z,78
Point Sierra Nevada,2013-11-04T00:00:00Z,74.8
Point Sierra Nevada,2014-04-17T00:00:00Z,72.6
Point Sierra Nevada,2014-11-22T00:00:00Z,72.8
Point Sierra Nevada,2015-04-20T00:00:00Z,74.4
Point Sierra Nevada,2015-10-27T00:00:00Z,74.4
Point Sierra Nevada,2016-10-17T00:00:00Z,76.4
San Simeon Point,2007-09-27T00:00:00Z,70.6
San Simeon Point,2008-04-06T00:00:00Z,71.4
San Simeon Point,2009-04-26T00:00:00Z,67.6
San Simeon Point,2011-11-22T00:00:00Z,67.2
Slide Ranch,2006-07-13T00:00:00Z,86.2
Slide Ranch,2007-06-04T00:00:00Z,92
Slide Ranch,2008-06-05T00:00:00Z,91.8
Slide Ranch,2009-06-24T00:00:00Z,92.4
Slide Ranch,2010-06-14T00:00:00Z,94.8
Slide Ranch,2011-06-17T00:00:00Z,95.6
Slide Ranch,2012-06-05T00:00:00Z,94.8
Slide Ranch,2013-06-24T00:00:00Z,93.2
Slide Ranch,2014-06-16T00:00:00Z,95
Slide Ranch,2015-06-04T00:00:00Z,98.2
Slide Ranch,2016-06-06T00:00:00Z,68.2
Stillwater,2002-11-06T00:00:00Z,88.2
Stillwater,2003-03-11T00:00:00Z,87
Stillwater,2003-10-27T00:00:00Z,90
Stillwater,2004-03-16T00:00:00Z,87.8
Stillwater,2004-10-27T00:00:00Z,83.4
Stillwater,2005-04-05T00:00:00Z,83.6
Stillwater,2005-11-02T00:00:00Z,82.4
Stillwater,2006-03-28T00:00:00Z,88
Stillwater,2006-10-09T00:00:00Z,86.2
Stillwater,2007-04-23T00:00:00Z,87.4
Stillwater,2007-12-20T00:00:00Z,81
Stillwater,2008-03-05T00:00:00Z,71.4
Stillwater,2008-10-14T00:00:00Z,65.4
Stillwater,2009-03-10T00:00:00Z,68
Stillwater,2009-11-02T00:00:00Z,60.6
Stillwater,2010-04-20T00:00:00Z,66.8
Stillwater,2010-11-06T00:00:00Z,65.6
Stillwater,2011-03-23T00:00:00Z,67.8
Stillwater,2011-10-27T00:00:00Z,70.4
Stillwater,2012-10-15T00:00:00Z,82
Stillwater,2013-11-04T00:00:00Z,81.8
Stillwater,2014-11-05T00:00:00Z,88
Stillwater,2015-10-26T00:00:00Z,91.2
Stillwater,2016-11-15T00:00:00Z,91.2
Terrace Point,2002-11-18T00:00:00Z,89.6
Terrace Point,2003-03-16T00:00:00Z,84.8
Terrace Point,2003-11-25T00:00:00Z,87.6
Terrace Point,2004-03-14T00:00:00Z,87.8
Terrace Point,2004-10-16T00:00:00Z,90.6
Terrace Point,2005-03-08T00:00:00Z,92.2
Terrace Point,2005-10-18T00:00:00Z,95.2
Terrace Point,2006-04-20T00:00:00Z,96.6
Terrace Point,2006-10-08T00:00:00Z,98.4
Terrace Point,2007-03-17T00:00:00Z,98.6
Terrace Point,2007-10-27T00:00:00Z,98.2
Terrace Point,2008-03-03T00:00:00Z,97.6
Terrace Point,2008-10-17T00:00:00Z,96.6
Terrace Point,2009-03-11T00:00:00Z,98.2
Terrace Point,2009-11-04T00:00:00Z,96.4
Terrace Point,2010-03-24T00:00:00Z,97.2
Terrace Point,2010-10-23T00:00:00Z,98.8
Terrace Point,2011-03-15T00:00:00Z,98.4
Terrace Point,2011-10-29T00:00:00Z,99.2
Terrace Point,2012-10-13T00:00:00Z,97.2
Terrace Point,2013-10-20T00:00:00Z,98.2
Terrace Point,2014-10-09T00:00:00Z,97
Terrace Point,2015-11-11T00:00:00Z,98.2
Terrace Point,2016-10-17T00:00:00Z,74.6
Vista del Mar,2007-09-28T00:00:00Z,96.4
Vista del Mar,2008-03-16T00:00:00Z,78.2
Vista del Mar,2009-04-25T00:00:00Z,75.2
Vista del Mar,2011-11-24T00:00:00Z,44.8
Wilder Ranch,2007-10-11T00:00:00Z,93.8
Wilder Ranch,2008-04-22T00:00:00Z,94.6
Wilder Ranch,2009-04-03T00:00:00Z,94.6
Wilder Ranch,2011-10-25T00:00:00Z,92.6
